elevation,point_id,slope,longitude,latitude,clay,land_cover,annual_rainfall,NDVI,sand,silt,soc,K,LS,C,P,R,soil_loss
495,62,2.6509461402893066,34.003759532100645,12.006791435283546,54,40,573.4385468093678,0.15235857665538788,23,23,2,0.03284330382698634,0.766546184594827,0.6980334356759063,1,287.1581924918005,5.046410798784776
493,63,5.969272136688232,34.003220542930165,11.999784576067412,53,40,567.7886070983067,0.17770102620124817,23,24,2,0.03336120131650131,1.0941551787364825,0.6490760463154382,1,285.1072643766853,6.754986202976907
490,64,1.3261842727661133,34.002142564589235,12.007330424454018,53,40,573.4385468093678,0.2604828476905823,24,23,2,0.03265826952273852,0.5809336316835161,0.49437182673858865,1,287.1581924918005,2.6933612819106405
496,65,1.3261430263519287,33.99594418912881,11.99089125475463,51,40,571.5228589810663,0.2761402726173401,26,23,2,0.03230579977848892,0.5809264018547861,0.46628126459268054,1,286.4627978101271,2.5067891522582064
494,66,3.3919689655303955,33.9905542974241,11.991430243925102,52,40,571.5228589810663,0.2391882985830307,26,22,2,0.031777761538691766,0.8461313841160281,0.5332465744869129,1,286.4627978101271,4.1073093061304995
493,67,2.08235502243042,34.002142564589235,11.994125189777463,51,40,567.7886070983067,0.15143054723739624,25,24,2,0.032997461673208585,0.6959088566399995,0.6998369884415072,1,285.1072643766853,4.581820513545672
493,68,4.159219264984131,34.002142564589235,11.992777716851286,51,40,567.7886070983067,0.21976470947265625,25,24,2,0.032997461673208585,0.9182568716657298,0.5693104859223502,1,285.1072643766853,4.918154709627832
493,69,2.110089063644409,33.998369640395936,11.994125189777463,50,40,571.5228589810663,0.25005918741226196,27,23,2,0.032138282057245254,0.6996048646884534,0.5133090762548931,1,286.4627978101271,3.306150743968426
488,70,6.671658992767334,34.009688412975834,12.000323565237885,54,40,573.4385468093678,0.1811322420835495,23,23,2,0.03284330382698634,1.1703147125060516,0.6424946363705718,1,287.1581924918005,7.091534501455095
488,71,6.532860279083252,34.001603575418756,12.009486381135908,53,40,573.4385468093678,0.27362698316574097,24,23,2,0.03265826952273852,1.1555150001218233,0.47076029422814974,1,287.1581924918005,5.101404877585925
492,72,2.7802884578704834,34.003490037515405,11.994125189777463,52,40,567.7886070983067,0.20507054030895233,24,24,2,0.03317640299912301,0.781315268995993,0.596935321744999,1,285.1072643766853,4.411549637865261
491,73,2.0823729038238525,34.005376499612055,12.005174467772129,56,40,573.4385468093678,0.2269400805234909,22,22,2,0.03250641609418257,0.6959112490759859,0.5559251702901944,1,287.1581924918005,3.6112744538100463
496,74,2.989391565322876,33.98974581366838,12.008677897380196,51,40,574.7521337093785,0.18858757615089417,27,22,2,0.03161023852148754,0.8043495015528026,0.628237007568644,1,287.6350245365044,4.594495743686344
493,75,3.8986659049987793,33.996483178299286,12.006791435283546,54,40,574.7521337093785,0.2078426629304886,23,23,2,0.03284330382698634,0.8947233044030032,0.5917027015970773,1,287.6350245365044,5.001276979616255
494,76,3.787297487258911,34.003220542930165,11.998437103141235,53,40,567.7886070983067,0.1299581527709961,23,24,2,0.03336120131650131,0.8843801348473201,0.7417522364522166,1,285.1072643766853,6.23947152662112
495,77,1.3261598348617554,33.99324924327644,11.99762861938553,52,40,571.5228589810663,0.1961664855480194,26,22,2,0.031777761538691766,0.5809293481307353,0.6138053631811463,1,286.4627978101271,3.245977664158024
492,78,3.3921279907226562,34.000525597077825,12.009486381135908,52,40,573.4385468093678,0.2143496721982956,23,25,2,0.033869898467623644,0.8461472886522826,0.5794581913865808,1,287.1581924918005,4.768734892909997
493,79,2.6509153842926025,34.00995790756107,12.000593059823125,54,40,573.4385468093678,0.22941547632217407,23,23,2,0.03284330382698634,0.766542622145494,0.5513241501678028,1,287.1581924918005,3.9857621036449156
498,80,0.9274099469184875,33.99756115664022,11.996011651874113,51,40,571.5228589810663,0.20731708407402039,26,23,2,0.03230579977848892,0.5034748895187708,0.5926940448213716,1,286.4627978101271,2.7615766711121736
497,81,4.722673416137695,33.992979748691226,11.994394684362696,51,40,571.5228589810663,0.24760733544826508,27,22,2,0.03161023852148754,0.9663248572026161,0.5177895110550366,1,286.4627978101271,4.530774024810732
492,82,2.650914192199707,33.998908629566415,12.000323565237885,54,40,574.7521337093785,0.20833472907543182,23,23,2,0.03284330382698634,0.766542484065566,0.5907748825779369,1,287.6350245365044,4.27805986902671
492,83,4.819681644439697,33.992979748691226,12.008947391965435,51,40,574.7521337093785,0.2325602024793625,25,24,2,0.032997461673208585,0.9742529017033715,0.5454917424647946,1,287.6350245365044,5.044082597336914
490,84,3.392122983932495,34.006454477953014,12.008947391965435,55,40,573.4385468093678,0.2492770254611969,22,23,2,0.033034264846776525,0.846146787916519,0.5147373203110632,1,287.1581924918005,4.131590068685766
494,85,1.3261618614196777,33.99594418912881,11.998437103141235,51,40,571.5228589810663,0.2793576717376709,27,22,2,0.03161023852148754,0.5809297033539838,0.46056473012197435,1,286.4627978101271,2.4227592579265527
491,86,1.3261737823486328,34.002142564589235,12.003018511090247,54,40,573.4385468093678,0.19379223883152008,23,23,2,0.03284330382698634,0.5809317928959207,0.6183194042554787,1,287.1581924918005,3.387708780083105
487,87,1.8956882953643799,34.001334080833516,11.993855695192224,51,40,567.7886070983067,0.16059167683124542,25,24,2,0.032997461673208585,0.6702303955181736,0.6820647722929267,1,285.1072643766853,4.300694119511948
491,88,3.704791784286499,34.00995790756107,12.002749016505007,54,40,573.4385468093678,0.25174281001091003,21,25,2,0.03425633029860485,0.8766006888617621,0.5102381214199286,1,287.1581924918005,4.399838736666906
493,89,2.8422601222991943,33.9943272216174,11.996011651874113,50,40,571.5228589810663,0.17232435941696167,28,22,2,0.03144848961887159,0.78824649949417,0.6594128005582451,1,286.4627978101271,4.6826041514846555
492,90,1.8956668376922607,34.008071445464424,11.99089125475463,51,40,567.7886070983067,0.18496085703372955,25,24,2,0.032997461673208585,0.6702273587037938,0.6351653786628731,1,285.1072643766853,4.004956336672848
489,91,2.937021255493164,34.007262961708705,11.994933673533168,54,40,567.7886070983067,0.16129453480243683,22,24,2,0.03355190016492938,0.7986730488549847,0.6807042460044965,1,285.1072643766853,5.200593309697245
499,92,4.214473247528076,33.99244075952075,11.994394684362696,51,40,571.5228589810663,0.23946867883205414,27,22,2,0.03161023852148754,0.9231344592191937,0.5327300382768481,1,286.4627978101271,4.45315847205277
491,93,2.6509029865264893,34.001334080833516,11.998167608556003,53,40,567.7886070983067,0.12414725869894028,23,24,2,0.03336120131650131,0.7665411861124332,0.7531514930780874,1,285.1072643766853,5.491206801197877
495,94,3.8235292434692383,33.996213683714046,11.992777716851286,49,40,571.5228589810663,0.2595479190349579,27,24,2,0.032656992353623446,0.887764657445221,0.4960628854753929,1,286.4627978101271,4.119827198171187
495,95,2.6509602069854736,33.99271025410599,12.009486381135908,51,40,574.7521337093785,0.21625477075576782,25,24,2,0.032997461673208585,0.7665478139239013,0.5758836333577222,1,287.6350245365044,4.189828883734913
491,96,4.722681522369385,34.004029026685885,12.006252446113074,54,40,573.4385468093678,0.1597520262002945,23,23,2,0.03284330382698634,0.9663255236761278,0.683690660215884,1,287.1581924918005,6.230905243898695
490,97,0.9274099469184875,34.007262961708705,11.996550641044585,54,40,567.7886070983067,0.20389749109745026,22,24,2,0.03355190016492938,0.5034748895187708,0.5991524008167833,1,285.1072643766853,2.88562919369798
490,98,0.9274099469184875,34.005376499612055,12.002210027334534,53,40,573.4385468093678,0.18302644789218903,23,24,2,0.03336120131650131,0.5034748895187708,0.6388665651455027,1,287.1581924918005,3.081419789015113
493,99,2.9370322227478027,33.998100145810696,12.004635478601664,54,40,574.7521337093785,0.25735050439834595,23,23,2,0.03284330382698634,0.7986742438894396,0.5000433569376812,1,287.6350245365044,3.772818795799143
498,100,0.9274099469184875,33.99244075952075,11.99924558689694,52,40,571.5228589810663,0.17414094507694244,27,21,2,0.03107195524352403,0.5034748895187708,0.655917186542543,1,286.4627978101271,2.9394334888081106
492,101,0.9481143355369568,33.999447618736866,11.996820135629818,53,40,571.5228589810663,0.1686672568321228,24,23,2,0.03265826952273852,0.5079419545026559,0.6664597274479339,1,286.4627978101271,3.1670097109736837
493,102,2.937018871307373,33.99271025410599,11.993047211436519,51,40,571.5228589810663,0.20021045207977295,27,22,2,0.03161023852148754,0.7986727890645339,0.6061317933377738,1,286.4627978101271,4.383610463861504
492,103,2.650944709777832,34.005645994197295,12.006521940698313,55,40,573.4385468093678,0.23431438207626343,22,23,2,0.033034264846776525,0.7665460189000559,0.5422445981029133,1,287.1581924918005,3.9429323337725717
490,104,3.8984580039978027,34.001873070003995,11.991430243925102,52,40,567.7886070983067,0.22155950963497162,24,24,2,0.03317640299912301,0.8947041601893844,0.5659557252682399,1,285.1072643766853,4.789602758292955
489,105,2.1101768016815186,34.00672397253825,12.008138908209723,55,40,573.4385468093678,0.2688314914703369,22,23,2,0.033034264846776525,0.6996165109704683,0.47933882823322044,1,287.1581924918005,3.1811820081644124
492,106,3.392115592956543,33.99540519995833,12.008138908209723,53,40,574.7521337093785,0.20030564069747925,23,24,2,0.03336120131650131,0.8461460487343506,0.6059514011648791,1,287.6350245365044,4.920016661736862
491,107,2.650869607925415,34.009418918390594,11.991430243925102,51,40,567.7886070983067,0.18440596759319305,25,24,2,0.032997461673208585,0.7665373198496628,0.6362266668819904,1,285.1072643766853,4.588111760850492
498,108,4.7226738929748535,33.9905542974241,11.995203168118408,52,40,571.5228589810663,0.23124520480632782,27,21,2,0.03107195524352403,0.9663248964069588,0.5479288762468146,1,286.4627978101271,4.7128559915838615
493,109,2.9893665313720703,33.99271025410599,12.005982951527841,53,40,574.7521337093785,0.2287282794713974,22,25,2,0.0340601571331285,0.8043468023165037,0.5526005676225767,1,287.6350245365044,4.354547991691295
493,110,2.110139846801758,33.998908629566415,12.002210027334534,53,40,574.7521337093785,0.22364318370819092,23,24,2,0.03336120131650131,0.6996116056424077,0.5620665371527249,1,287.6350245365044,3.7733595029793907
496,111,3.3633906841278076,33.99324924327644,11.994664178947936,50,40,571.5228589810663,0.2353547364473343,28,22,2,0.03144848961887159,0.8432659642440241,0.5403209547751971,1,286.4627978101271,4.104728191132651
491,112,2.7802884578704834,33.99405772703216,12.001132048993597,52,40,574.7521337093785,0.17515265941619873,27,21,2,0.03107195524352403,0.781315268995993,0.653971770228655,1,287.6350245365044,4.566628301096504
494,113,0.9481368064880371,33.99082379200934,12.00328800567548,52,30,574.7521337093785,0.21697711944580078,26,22,2,0.031777761538691766,0.5079467707747737,0.5745295320135343,1,287.6350245365044,2.6674459642288046
492,114,0.9274099469184875,34.003490037515405,12.004635478601664,56,40,573.4385468093678,0.21083109080791473,22,22,2,0.03250641609418257,0.5034748895187708,0.5860725449639349,1,287.1581924918005,2.7543523306780786
492,115,3.972769021987915,33.998639134981175,11.991969233095574,51,40,571.5228589810663,0.2241218388080597,26,23,2,0.03230579977848892,0.9015088182803923,0.5611739709089403,1,286.4627978101271,4.6818362983755035
494,116,0.0,33.999717113322106,12.000054070652652,54,40,574.7521337093785,0.15451492369174957,23,23,2,0.03284330382698634,0.16531147321376102,0.6938454933933167,1,287.6350245365044,1.0835635160343309
491,117,2.1100926399230957,34.009418918390594,11.994664178947936,51,40,567.7886070983067,0.2720063328742981,25,24,2,0.032997461673208585,0.6996053394066952,0.4736547274482836,1,285.1072643766853,3.117480946060609
493,118,3.3920373916625977,33.99028480283886,11.99924558689694,53,40,571.5228589810663,0.1666126400232315,23,24,2,0.03336120131650131,0.8461382276514674,0.6704243469971264,1,286.4627978101271,5.42126958760578
497,119,2.9892497062683105,33.99351873786168,11.994394684362696,51,40,571.5228589810663,0.2629029452800751,27,22,2,0.03161023852148754,0.8043342057024138,0.4900014696618109,1,286.4627978101271,3.5688633798884197
487,120,2.9370291233062744,34.004029026685885,12.001940532749302,53,40,573.4385468093678,0.18593193590641022,23,24,2,0.03336120131650131,0.7986739061625806,0.6333088713402403,1,287.1581924918005,4.845604446816964
494,121,3.3634092807769775,33.999178124151626,11.99951508148218,54,40,571.5228589810663,0.25346890091896057,23,23,2,0.03284330382698634,0.8432678335456981,0.5070945273413708,1,286.4627978101271,4.023180570294856
495,122,3.392118215560913,33.98974581366838,12.008408402794963,51,40,574.7521337093785,0.18270982801914215,27,22,2,0.03161023852148754,0.846146311024907,0.6394727429178975,1,287.6350245365044,4.919682137946932
491,123,1.3261584043502808,33.99756115664022,11.996820135629818,51,40,571.5228589810663,0.1811186820268631,26,23,2,0.03230579977848892,0.5809290973847171,0.6425206221085392,1,286.4627978101271,3.454291050226304
495,124,3.8235270977020264,34.004837510441604,11.990352265584157,52,40,567.7886070983067,0.23167897760868073,25,23,2,0.032479115784809096,0.8877644575666493,0.5471246707405756,1,285.1072643766853,4.497762636865012
493,125,3.392015218734741,34.001873070003995,11.996550641044585,51,40,567.7886070983067,0.22030505537986755,26,23,2,0.03230579977848892,0.846136010068831,0.5683000354204663,1,285.1072643766853,4.429009802892667
493,126,2.989224672317505,33.99729166205498,11.991969233095574,51,40,571.5228589810663,0.24404795467853546,26,23,2,0.03230579977848892,0.804331506389816,0.5243108916220418,1,286.4627978101271,3.9027675614313377
491,127,2.082360029220581,34.00887992922014,11.99735912480029,55,40,567.7886070983067,0.15449072420597076,23,22,2,0.03231537737679208,0.6959095265233137,0.6938924708265708,1,285.1072643766853,4.449000677259411
494,128,2.08235239982605,34.005645994197295,11.992508222266046,51,30,567.7886070983067,0.2484249323606491,25,24,2,0.032997461673208585,0.6959085057483553,0.516294385042231,1,285.1072643766853,3.380168597425062
488,129,0.9481016397476196,34.004298521271124,11.993316706021751,52,40,567.7886070983067,0.22270840406417847,24,24,2,0.03317640299912301,0.5079392333425287,0.5638105695373039,1,285.1072643766853,2.708835006092831
491,130,3.3634400367736816,34.0086104346349,12.007330424454018,55,30,573.4385468093678,0.1734478622674942,23,22,2,0.03231537737679208,0.8432709250695983,0.6572504899028775,1,287.1581924918005,5.143141679514451
492,131,2.650944709777832,34.005645994197295,12.006521940698313,55,40,573.4385468093678,0.2333916574716568,22,23,2,0.033034264846776525,0.7665460189000559,0.543952080295671,1,287.1581924918005,3.9553482928632095
492,132,5.0776047706604,34.002412059174475,11.994394684362696,51,40,567.7886070983067,0.17320704460144043,25,24,2,0.032997461673208585,0.9948855194683376,0.6577138677690498,1,285.1072643766853,6.15600444678588
492,133,3.3921058177948,33.99378823244692,12.007060929868786,53,40,574.7521337093785,0.20008569955825806,22,25,2,0.0340601571331285,0.8461450711048512,0.6063682284086723,1,287.6350245365044,5.026546235499826
492,134,0.0,34.002951048344954,11.994125189777463,51,40,567.7886070983067,0.19278237223625183,25,24,2,0.032997461673208585,0.16531147321376102,0.6202413599154489,1,285.1072643766853,0.9646117227889366
492,135,2.0823662281036377,33.997022167469765,12.001132048993597,53,40,574.7521337093785,0.1626514345407486,25,22,2,0.03195109714335125,0.6959103559013211,0.6780789297616819,1,287.6350245365044,4.336717098720978
489,136,3.8235435485839844,34.001334080833516,12.009486381135908,53,40,573.4385468093678,0.23663681745529175,24,23,2,0.03265826952273852,0.8877659899673328,0.5379525687092952,1,287.1581924918005,4.478750491249729
489,137,3.787461042404175,34.001064586248305,12.01002537030638,52,40,573.4385468093678,0.24773412942886353,23,25,2,0.033869898467623644,0.8843954560897815,0.5175575747773289,1,287.1581924918005,4.451847484666637
